title,clickbait,ids
KJ Noons stripped of EliteXC Lightweight Title,FALSE,9270
Romanian sergeant killed in Afghanistan by makeshift landmine,FALSE,18450
Princess Kiko gives birth to imperial baby boy,FALSE,16010
Turkish protesters march against Internet censorship,FALSE,23339
Wholesale Inventories Drop the Most on Record,FALSE,23765
"Afghan policeman opens fire on US troops, kills two",FALSE,24152
Iran Asks Iranian-American to Salvage Its World Cup Bid,FALSE,23683
McDonald Named Chief Executive at Procter & Gamble,FALSE,21578
Sony's DRM protected CDs install Windows rootkits,FALSE,16709
Guilty Plea in Tax Shelter Case,FALSE,11715
Italian judge convicts 23 in CIA kidnapping case,FALSE,20673
"UK soldier shot dead in Afghanistan, number of military personnel killed in country increases to 233",FALSE,20902
Trains grind to a halt in Northeast US,FALSE,15444
United Kingdom expels four Russian diplomats,FALSE,23973
"Reinstated, Chief Justice Bears Hopes of Pakistan",FALSE,17917
The Universal Remote Dormant in Your Smartphone,FALSE,9036
"McCain delays campaign, Obama says continue the debates",FALSE,9455
First Chinese tourists arrive in the UK,FALSE,20109
Iran says it's ready for standoff over nuclear activities,FALSE,24624
Moscow detains anti-Kremlin protesters,FALSE,23744
US Senate finance committee to vote on health care bill,FALSE,20415
US airlines Delta and Northwest agree to merge,FALSE,20805
At Least 14 Dead in Montana Crash,FALSE,19409
Anglican bishop abducted in Nigeria,FALSE,11303
Cuba reforms wage laws to pay workers based on amount done,FALSE,15938
"AFC Asian Cup: Lights fail as Korea draw with Saudi Arabia, Iran defeat Uzbekistan",FALSE,19954
U.S. Asks Credit Card Processor for Data on Offshore Clients,FALSE,24081
Pay-Per-Click Web Advertisers Fight Costly Fraud,FALSE,13224
Kurmanbek Bakiev sworn in as president of Kyrgyzstan,FALSE,15683
Potential Bidders Step Up for Satyam of India,FALSE,16872
Tour de France: Cancellara wins 7.9 km time trial prologue,FALSE,15384
Candidacy for Unesco by Egyptian Is Faltering,FALSE,23439
"In Europe, Possible Survival Lessons for U.S. Papers",FALSE,11172
US fall foliage report: September 17,FALSE,15984
"Major fire reported in Soho, London",FALSE,22238
46 illegal Afghan immigrants suffocate in truck in Pakistan,FALSE,23784
Ex-State Senator in Pennsylvania Is Sentenced for Fraud,FALSE,14427
US Midwest floods raise concerns about water quality,FALSE,18957
Deadly forest fire in Spain claims lives of firefighters,FALSE,13640
Australian Immigration denies issuing banned drug,FALSE,19884
"Forensics Is a Hit in School, Maggots and All",FALSE,13336
Australian rules football: 2010 Gippsland Football League round 1 - Moe v Traralgon,FALSE,15875
Mugabe claims 'sweeping victory' of Zimbawe election,FALSE,23613
"Renault F1's team boss, top engineer quit as team accepts cheating claim",FALSE,12592
"Chilean miners rescue to begin on Tuesday, Minister Mañalich announces",FALSE,17617
Cargo Vessel grounded South of Gibraltar,FALSE,15406
"With First Fan in Attendance, Wizards Top Bulls",FALSE,10673
Knicks Find Another Way to Lose,FALSE,17306
Bush v. Gore Foes Join to Fight Gay Marriage Ban,FALSE,24406
Bottled water concerns health experts,FALSE,13020
Deaths Push Afghan War to the Fore for Germany,FALSE,21762
Large earthquake rattles Indonesia; Seventh in two days,FALSE,8670
"Obama, Medvedev sign treaty cutting nuclear stockpiles",FALSE,21332
A Literary Legend Fights for a Ventura County Library,FALSE,9628
"Six people die in bus crash near Phoenix, Arizona",FALSE,14671
Reform Candidate Withdraws in Iran,FALSE,11943
Times Co. Is in Talks to Sell Part of Building,FALSE,20694
"Investors Waver, but Markets Close Higher",FALSE,11583
Maradona honored with the keys to Cartagena,FALSE,19926
Military plane crashes in Chilean Juan Fernández Archipelago; reports say no survivors,FALSE,11639
"Big Election, Teeny, Tiny (if Any) Ideas",FALSE,20096
Japan to use renewable energy,FALSE,13147
New Zealand town subject to window smashers,FALSE,18987
Kwik-E-Mart promotion drawing thousands of visitors,FALSE,16940
"Atlanta Thrashers sold to True North Sports and Entertainment, moving to Winnipeg",FALSE,23740
New Jersey governor calls television show Jersey Shore negative,FALSE,9625
Texas Adopts Law on Stewardship of Trusts After Founders Die,FALSE,15342
Sixteen additional suspects revealed in Zotob worm case,FALSE,20860
'Brakes failed': fourteen killed in Guatemala bus crash,FALSE,9727
Fugitive arrested in connection with January murder in Pennsylvania,FALSE,16659
Bill Raftery Punctuates N.C.A.A. Tournament With Exclamation Points,FALSE,18395
Pakistan's governing coalition breaks apart,FALSE,18079
Tropical Storm Cindy threatens U.S. Gulf Coast,FALSE,13866
Canada wins gold at 2007 IIHF World Junior Ice Hockey Championship,FALSE,10751
"12-year-old girl dies after collapsing in school in Northamptonshire, England",FALSE,20811
A.I.G. Says It Needs Time to Restructure,FALSE,18681
McNamee to Meet With Prosecutors in Clemens Case,FALSE,11549
This Kid And Her Dad Teaching Their Dog How To Howl Is So Adorable,TRUE,1338
How To Get Rid Of Gift Cards You'll Never Use,TRUE,2107
18 Tweets About Health Insurance That Will Make You Laugh And Cry At The Same Time,TRUE,7921
Someone Remixed Lines From Holiday Movies Into An Epic Song,TRUE,2339
Can We Guess Your Age Based On Which Colors Your Choose,TRUE,783
Can You Answer These Tough Questions About The Princess Bride,TRUE,1610
20 Vintage Inventions That Are Actually Borderline Genius,TRUE,3919
We Know Which Plastic You Are Based On Mean Girls Halloween Trivia,TRUE,4991
Saul Williams On The Politics Of Race And Poetry In America,TRUE,3844
BuzzFeed Crossword: Son Of A,TRUE,7384
27 Vines That Will 100% Make You Laugh,TRUE,5297
This Hilarious Photo Series Highlights How Much Cricket Has Changed Over The Years,TRUE,4301
23 Parks And Rec Questions That Are Impossible To Answer,TRUE,3007
These Women Claim They've Made An App That Lets You Rate Other People And The Internet Is Furious,TRUE,4139
19 Teachers Who Definitely Deserve A Raise,TRUE,8494
Which Hailee Steinfeld Song Are You,TRUE,2891
We Know What You Want For Christmas Based On Your Zodiac Sign,TRUE,46
21 Little Things You Did In 2006 That Were So Gratifying,TRUE,1233
15 Times The Try Guys Went A Little Too Far In 2015,TRUE,165
The Best Tumblr Posts About Dating In 2015,TRUE,5358
This Food Test Will Determine If You're Actually From Pennsylvania,TRUE,5944
Here's What Happened When One Dude Tried Six Different Women's Hairstyles,TRUE,5929
A Stingray Photobombed A Couple's Proposal And It's Adorable,TRUE,7327
69 Excellent Indie Records You May Have Missed In 2015,TRUE,7238
Women Discuss When You Should Define The Relationship,TRUE,8003
This 45-Year-Old Blind Man Climbed To Machu Picchu In Just 13 Hours,TRUE,5881
Did This Gossip Headline Happen In 2015 Or Not,TRUE,8414
On A Date: Guys Vs. Girls,TRUE,1799
21 Nerdy Things You Need For Your Home Right Now,TRUE,4999
How Well Do You Remember The One Tree Hill Finale,TRUE,7901
This Is What Happens When You Are Proposed To,TRUE,5055
12 Things Black Women Have Been Told About Their Hair That May Be Total BS,TRUE,4338
15 Great YouTube Channels To Learn Science From,TRUE,5603
A Couple Did A Stunning Photo Shoot With Their Baby After Learning She Had An Inoperable Brain Tumor,TRUE,5
40 Of The Most Powerful Obama Moments Of 2015,TRUE,3180
21 Things Only MAC Lovers Can Truly Appreciate,TRUE,4521
We Asked Parents All The Questions That Make Them Squirm,TRUE,4823
23 Cheap and Easy Hacks For the Best Bath Ever,TRUE,2326
We Bet You Can't Solve This Really Hard Geometry Problem,TRUE,3414
These 23 Tweets Will Make You Feel Better About Your Life,TRUE,3968
How Many Wes Craven Films Have You Seen,TRUE,4446
What Should Every Tourist Know Before Coming To London,TRUE,1111
Dear People Who Aren't Doing Sober January,TRUE,7342
Which Hogwarts Houses Do These Star Wars Characters Belong In,TRUE,7039
"To Set An Example Of Brotherhood, Dunkin' Donuts In Pakistan Is Offering Free Meals To Indians",TRUE,5524
22 Rafael Nadals That Will Make Your F*cking Day,TRUE,6602
The 6 Girls You Meet On Halloween,TRUE,8663
18 Ridiculously Easy Ways To Be Better At Working Out,TRUE,1502
18 Fixes To Small Problems That Are Annoying AF,TRUE,4791
15 Delectable Ways To Use Up That Leftover Halloween Candy,TRUE,5212
Can You Get A Perfect Score On This Ron And Hermione Quiz,TRUE,6939
What Game Show Should You Go On,TRUE,5850
Lisa Frank Illustrations Used To Outline The Pointlessness Of It All,TRUE,1699
How Well Do You Know Regina George,TRUE,724
23 Times Hannah Simone Was Absolutely Flawless On Instagram,TRUE,486
Here's What You Need To Know About The Women Of Transcendent,TRUE,4973
27 Ways To Celebrate International Men's Day,TRUE,4695
"Guys, There's A Mashup Called Hotline Bing Of Chandler Dancing To Hotline Bling",TRUE,3892
22 Brutally Honest Confessions From A Bra Fitter,TRUE,1499
21 Reasons Why Tomatoes Are The Actual Worst,TRUE,7180
Intensely Running Ryan Phillippe Is All Of Us,TRUE,3715
22 Shoppers Who Made A Hard And Important Decision,TRUE,2328
The 21 Most Adorable Puppies Of 2015,TRUE,2708
Kids Talk About When Their Parents Got Divorced,TRUE,1812
40 Country Songs That Defined Your Life In The Early 2000s,TRUE,5833
23 Unforgettable Wedding Moments That Defined 2015,TRUE,905
19 GIFs That Will Make You Say Ahhhhhhh,TRUE,1307
14 Times You Were Fiercely Linda From Bob's Burgers,TRUE,5943
Here Are The Best Bags And Packing Tips For Every Trip,TRUE,5645
Where Can You Find The Best BBQ In Texas,TRUE,2113
"We Asked Couples Try Each Other's Hobbies And It Was Pretty, Pretty Cute",TRUE,753
Are You More Elf Or Hobbit,TRUE,1738
43 Reasons Home Alone Is The Worst Christmas Movie Ever,TRUE,7114
Is This A Close Up Of Eggnog Or A Handful Of Mayonnaise,TRUE,2255
16 Slightly Incorrect Names For Animals,TRUE,8473
Macaulay Culkin Just Revealed What Kevin McCallister Is Actually Like Today,TRUE,8525
Are You More Like Arya Or Sansa Stark From Game Of Thrones,TRUE,7427
18 Couples Who Made You Believe In Love Again,TRUE,6078
42 Of The Most Romantic Lines From YA Literature,TRUE,90
16 Birds You Won't Believe Actually Exist,TRUE,3822
This Lo Mein Recipe Is So Easy You'll Be Able To Open Your Own Restaurant,TRUE,963
15 Of The Best Rihanna Wink Memes From Tumblr In 2015,TRUE,5478
"This Scary, But Very Real, Video Shows That Anyone Can Get Diagnosed With Cancer",TRUE,7469
Which Adele Song Should You Sob To Tonight,TRUE,2263
Ryan Reynolds Played Sensual Music While His Wife Was In The Delivery Room,TRUE,2147
Solve This Crossword To Find A Weird Hollywood Conspiracy,TRUE,1866
10 People Who Lost 50+ Pounds Share Their Best Tips For Getting Started,TRUE,4248
21 Things Every Guy Should Know About His Black Girlfriend's Hair,TRUE,8342
15 Winter Breakfasts Guaranteed To Sooth Your Soul,TRUE,3802
Ta'Rhonda Jones Auditioned For The Role Of Ramona Singer And It Is Perfect,TRUE,6107
"Diwali, As Explained By My Brown Dad",TRUE,3708
Whatever Is Happening With Anne Hathaway Here Is Very Good,TRUE,8255
Women Tried Boudoir Photography For The First Time And Loved Every Second Of It,TRUE,4592
17 Painful Photos Every Thirtysomething Can Relate To,TRUE,5092
How Has Your Favourite NHL Team's Logo Changed Over Time,TRUE,2323
Amy Schumer Beautifully Crashed A Game Of Thrones Cast Photo,TRUE,5980
31 NYC Spots That Closed Forever In 2015,TRUE,1627
15 Gifts For That Friend Who Refuses To Grow Up,TRUE,3146
29 Pieces Of Birmingham's Best Street Art,TRUE,6224
We Bought This Insane Star Wars Toy So You Don't Have To,TRUE,4099
Which Jane The Virgin Character Are You Based On Your Zodiac Sign,TRUE,3365
J.K. Rowling Celebrated Finishing Harry Potter By Graffitiing A Hotel Room,TRUE,1443
21 Things Everyone Who Has Worked In A Welsh Pub Will Remember,TRUE,2206
Friendly Reminder that Last Christmas by Jimmy Eat World Is The Best Christmas Song In Existence,TRUE,4244
Who Is Your Christmas Movie Nemesis,TRUE,1747
21 Celebrity Instagrams You Need To See This Week,TRUE,1896
19 Things That Won't Make Sense To Non-Twins,TRUE,488
Which Knowles Sister Are You,TRUE,449
27 Movies That Get Better Every Time You Watch Them,TRUE,969
The Weeknd Says Taylor Swift Wouldn't Stop Petting His Hair At A Party,TRUE,3634
Which Male Music Icon Are You,TRUE,7517
17 Confessions From Breast Cancer Survivors That Are Incredibly Emotional,TRUE,3334
When You Always Say The Wrong Thing,TRUE,6605
Let's Settle This: How Would A Dog Wear Pants,TRUE,4393
21 Things You've Never Noticed At Disneyland,TRUE,834
14 Trully Crappy Reviews Of Oscar-Nominated Films,TRUE,7254
27 Times There Was A Glitch In The Matrix,TRUE,7283
This Adorable DIY Beach Terrarium Will Have You Feeling Relaxed At Work,TRUE,2433
15 Mouthwatering Recipes To Try In 2016,TRUE,4276
18 Secrets About Being An Astronaut That NASA Won't Tell You,TRUE,1663
25 Times Drake Completely Won 2015,TRUE,3542
17 Books With LGBT Characters That Will Actually Change Your Life,TRUE,641
Here's A Mouthwatering Step-By-Step Guide To Making The Most Insanely Delicious Fried Chicken,TRUE,899
22 Helpful Tips For Completing BuzzFeed's 2016 Clean Eating Challenge,TRUE,7923
Which Agents Of S.H.I.E.L.D. Organization Do You Affiliate With,TRUE,6837
Craig David Sang An Updated Version Of Fill Me In And People Are Really Into It,TRUE,960
Here's What You Should Actually Eat When You're Hungover,TRUE,6616
31 Magical Tattoos That You'll Never Regret,TRUE,3559
Natalie Dormer Auditioned For A Completely Different Role On Game Of Thrones,TRUE,1538
When A Little Girl & A Bulldog Become Best Friends,TRUE,6198
14 Couples Who Are Definitely Breaking Up,TRUE,5756
You Aren't Able To Listen To Adele's 25 On Apple Music Or Spotify,TRUE,3331
Here's How Keeping Up With The Kardashians Addressed Lamar Odom's Overdose,TRUE,4622
Here's How To Roast A Leg Of Lamb For Eid,TRUE,4943
What Cheese Is Your Love Life,TRUE,8399
"Which Character From You, Me, And The Apocalypse Are You",TRUE,7918
62 Things That Mildly Irritate Everyone Who Works In An Office,TRUE,2160
"This Guy Made A $4,000 Suit From Scratch And It Took Him 10 Months",TRUE,5853
Look At These Beautiful And Haunting Photos Of African Wildlife,TRUE,2418
16 Spanish Landmarks That Are Actually Crap,TRUE,679
Why'd I Dump This Chump,TRUE,1855
19 Photos That Won't Make Sense To You If You Don't Wear A Bra,TRUE,7522
This Girl Texted Adele Lyrics To Her Ex And It Did Not Go Well,TRUE,7247
11 Charts That Are Way Too Real For Singers,TRUE,5718
Here Are 6 Unique Ways To Drink Coffee,TRUE,7627
Kristen Stewart Thinks People Should Do Something About The Lack Of Gender Equality,TRUE,623
27 Times Adele Proved She's Actually The Realest Celebrity Of All,TRUE,8048
20 Miranda Sings Tweets To Brighten Your Monday,TRUE,8197
Life Without A Cat Vs Life With A Cat,TRUE,3301
20 Hilarious Tweets That Will Make You Think Twice About Having Kids,TRUE,6752
These Oreo Chocolate Chip Brownies Are Basically A Work Of Art,TRUE,6971
What Your Co-Workers On Facebook Need To Hear,TRUE,7659
15 Ginger Desserts To Make Just In Time For Christmas,TRUE,3980
A Bride Honored Her Father At Her Wedding With A Dance With Four Of His Fellow Police Officers,TRUE,2446
"28 Reasons Absolutely Everyone Hates Hamilton, Ontario",TRUE,4836
Oprah And Shonda Rhimes Reveal Why Marriage Isn't For Them,TRUE,5312
19 Beautiful Ways To Use Sampaguita Flowers In Your Wedding,TRUE,7996
"14 Texts That Are Way, Way Too Real For Nurses",TRUE,1106
You Can Make Harry Potter Hilarious By Replacing Every Wand With Penis,TRUE,4383
15 Appetizers For A Rockin' New Year's Eve,TRUE,5828
Which Hogwarts Houses Do These Hannibal Characters Belong In,TRUE,6295
36 Gifts Guaranteed To Satisfy Your Marble Addiction,TRUE,2110
17 Things People Obsessed With Eye Makeup Will Relate To,TRUE,6746
21 Awesome Lunch Boxes To Get Your Adult On This Year,TRUE,5574
19 Absolutely Stunning Make-Up Looks To Try This Autumn,TRUE,7300
Literally Just A Bunch Of GIFs Of Paul Rudd Dancing,TRUE,6200
The X-Files Cast On When Mulder Fell In Love With Scully,TRUE,1534
17 Popular Song Lyrics Everyone Misheard In 2015,TRUE,3082
17 Twilight Zone Episodes To Watch If You've Never Seen The Twilight Zone,TRUE,7975
18 Facts That Will Make Any Indian Feel Old,TRUE,465
Samantha Bee Had The Perfect Reaction To Vanity Fair's All-Male Comedy Cover,TRUE,3429
These Are The Delightful Words Other Languages Have For Bodily Functions,TRUE,6311
Which Female '90s TV Character Was A Total Role Model,TRUE,4801
20 Perfect Pins For People Who Simply Cannot,TRUE,5704
How A Baby And Her Kitten Best Friend Wake Up From A Nap,TRUE,4877
Watch Divorced Parents Tell Their Son's Stepparents How They Really Feel About Them,TRUE,4503
31 Tweets About Fast Food That Will Actually Make You Laugh,TRUE,2419
17 Life-Changing Ways To Eat PB&J,TRUE,274
Detectives Play Clue,TRUE,7572
People Are Sharing Adorable Love Stories Using The #ShootYourShot2015 Hashtag,TRUE,8586
27 Things Everyone Obsessed With Ikea Will Understand,TRUE,8345
How Much Do You Actually Love Christmas Movies,TRUE,1374
This One Question Will Tell You If You Are A Good Driver Or Not,TRUE,7634
Are You More Like Blair Or Serena From Gossip Girl?,TRUE,499
People Are Disappointed By Kanye's Slut-Shaming Of Amber Rose,TRUE,4421
21 Reasons There Will Never Be Another Abby Wambach,TRUE,5065
Spike Surprises Fans,TRUE,3254
What's Your Favorite Food Based On Your Zodiac Sign,TRUE,5892
15 Times The Justin Trudeau Thirst Went Too Far,TRUE,6537
This Chocolate Dessert Is Completely Mesmerizing,TRUE,4315
26 Times Celebrity Couples Defined Relationship Goals In 2015,TRUE,1317
Literally Just A Bunch Of Funny Tweets About HGTV Shows,TRUE,2687
27 Moments From The Simpsons That Always Make You Ugly Cry,TRUE,4321
We Need To Talk About Harry Potter And The Prisoner Of Azkaban,TRUE,6841
21 Things Only People Dating Hockey Players Will Get,TRUE,2800
"Aziz Ansari Is Vacationing In India With His Dad, And The Instagrams Are Hilarious",TRUE,5378
99 Thoughts Everyone Has When They Swim One Mile,TRUE,6361
Women Discuss The Worst Things You Can Do While Texting,TRUE,6252
23 Of The Most Powerful Photos Of This Week,TRUE,4564
Are You More Arthur Or D.W,TRUE,2065
Stunning Portraits Of SF That'll Make You Want To Call It Frisco,TRUE,5644
Which Bollywood Era Do You Belong To,TRUE,8407
19 Funniest Tweets Of Famous Phrases Translated Into Yoda Speak,TRUE,1590
"This $1 Trick Will Help You Get Amazing, Even Eyebrows",TRUE,4394
The Most Monday Things To Happen In 2015,TRUE,6712
15 Things Nobody Thinks To Tell You About Leaving University,TRUE,5884
Tell Us About Your Most Heartwarming Celebrity Encounter,TRUE,8291
Do You Belong With The Plastics Or The Chanels,TRUE,5199
We Know Your Favorite Adult Harry Potter Character Based On Your Favorite Social Media Site,TRUE,3747
What Do Your Initials Say About You,TRUE,7692
29 Enchanting Images Guaranteed To Make Your Day Better,TRUE,5120
We Asked A Married Couple To Try Each Other's Hobbies And This Is What Happened,TRUE,7812
What's Your Horoscope For The Week Of Oct. 19,TRUE,5972
Which Ryan Murphy Show Are You,TRUE,2334
19 Things All '90s Kids Will Do When They're Old,TRUE,7611
Would You Still Love Me The Same,TRUE,8492
These Ingenious Lego Hacks Will Finally Help Math Make Sense,TRUE,7182
23 Things That Are Way Too Real If You've Been Single For Over A Year,TRUE,710
18 Times Tom Felton Had The Heart Of A True Gryffindor,TRUE,7123
These Cute Handbags Are Designed To Hide The Smell Of Your Weed,TRUE,5855
Reminder That Jennifer Lopez Is Not A Real Human,TRUE,5354
Scott Pilgrim Is The Greatest Movie Ever And If You Disagree You're 100% Wrong,TRUE,8338
Meet Pumpkin The Raccoon,TRUE,3026
Is This A Real Lipstick Shade Or Am I Messing With You,TRUE,2395
The Ultimate Kool-Aid Taste Test,TRUE,7363
18 Times Squidward Perfectly Captured The Dating Struggle,TRUE,3391
19 Things Girls Too Lazy For A Beauty Routine Know To Be True,TRUE,2059
21 Sailor Moon Tattoos That You Will Truly Fall In Love With,TRUE,6798
Two Appetizers That You Must Serve At Your Thanksgiving Dinner This Year,TRUE,1053
Are You Brave Enough To Date A Werewolf,TRUE,55
What Type Of Show Should You Binge-Watch In 2016,TRUE,1431
15 Duets From The Early 2000s You've Forgotten Existed,TRUE,4205
22 Deep Questions To Ponder In 2016,TRUE,2576
24 Women On What Being Plus Size Means,TRUE,3352
18 Of The Most Cringeworthy Lyrics From 2015,TRUE,3037
18 Things Literally Everyone On Earth Can Identify With,TRUE,3921
16 Weird Relationship Milestones,TRUE,1685
"This Short Video Will Make You Laugh, Smile, And Save Your Friends' Lives",TRUE,3913
The Hardest Thanksgiving Poll You Will Ever Take,TRUE,2279
32 Times Scottish Twitter Was The Funniest Place On The Internet,TRUE,3832
Here's The Selena Gomez-Justin Bieber Mashup You've Been Waiting For,TRUE,8337
24 Times The Internet Was Completely Accurate About Midterms Week,TRUE,7449
Is This Guy A Pro Baseball Player Or Just An MLB Fan,TRUE,4028
18 Fabulous Reasons Regina George Is Perfect The Role Model,TRUE,893
24 Academic Tweets That Will Make You Laugh And Then Cry,TRUE,7742
23 Life-Changing Apps We Downloaded This Year,TRUE,3405
This Married Couple Had An Honest Discussion About Their Relationship And Their Very Real Age Difference,TRUE,8384
Are You More Daredevil Or Jessica Jones,TRUE,4076
Everything You Need To Know About Lush's Bath Bomb Factory,TRUE,4633
Can You Match The Actor To Their Animated Film Roles,TRUE,2090
Which Early '00s Pop Diva Are You Based On Your Zodiac,TRUE,867
13 Very Honest Confessions From People Having A Quarter-Life Crisis,TRUE,5646
The Rock Just Won Christmas By Making These Girls' Dreams Come True,TRUE,5334
5 Ways To Mourn The Death Of Someone You Never Knew,TRUE,7615
Football Club Could Segregate Black Fans From White Fans,TRUE,2845
7 Healthy Eating Tricks You'll Actually Want To Try,TRUE,7818
Mozart In The Jungle Should Be The Next Show You Binge-Watch,TRUE,5874
15 Pictures That Sum Up Trying To Be An Adult,TRUE,5310
17 Genius Ingredients To Make You A Better Cook In 2016,TRUE,4617
This Guy Proposed With A Custom Super Mario Brothers-Style Video Game,TRUE,6217
We Talked To People Who Are Preparing For The End Of The World,TRUE,2201
Britney Spears Googled A Picture Of Corn To Post On Instagram,TRUE,677
Scientists Are Sharing Their Unusual Bucket Lists On Twitter,TRUE,1842
This Incredible Makeup Artist Can Transform Herself Into Anyone And Anything,TRUE,7981
These People Shared What Their PTSD Really Looks Like,TRUE,5674
32 Pictures That Prove The 2005 MTV EMAs Were The Best EMAs,TRUE,7596
We Gave Nicholas Hoult A '90s Nostalgia Quiz And He Failed Adorably,TRUE,5238
The U.S. Men's Gymnastics Team Is So Hot It's Problematic,TRUE,3596
22 Of The Most Hilarious Closed-Captioning Moments,TRUE,4752
Which Current Disney Channel Show Are You,TRUE,5616
47 Surprising Things You Didn't Know About Kim Kardashian,TRUE,4813
How Confident Are You Actually,TRUE,4669
Do You Know Disneyland Rides' History,TRUE,3852
Which Is Better: Hocus Pocus Or Halloweentown,TRUE,685
19 Cuddly Toys That Totally Understand Your Hangover Right Now,TRUE,2471
18 Unforgettable Ways To Pizza-Tize Your Superbowl Party,TRUE,4188
Thoughts You Have While Waiting For A Date,TRUE,5555
What Type Of Candle Should You Light Right Now,TRUE,1290
17 Times People Fell Head-Over-Heels For Musical Theater,TRUE,8128
13 Times Headphones Were On A Mission To Destroy Our Beauty,TRUE,3843
Which Makeup Item Are You,TRUE,4536
The 18 Best Plays And Musicals Of 2015,TRUE,7590
What Should Your Resolution Be For 2016,TRUE,1614
19 Hilarious Tweets About Christmas,TRUE,5258
23 Pictures That Won't Make Sense If You're An Only Child,TRUE,5526
18 Insanely Cute Gifts You Should Buy Your Person Immediately,TRUE,2032
This Family Photo Has Everybody On The Internet Freaking Out,TRUE,7458
The 24 Best Television Moments Of 2015,TRUE,6530
Here's Everything We Know About Merlin On Once Upon A Time,TRUE,6986
What Is Your Weirdest Fear,TRUE,2715
21 Pieces Of Advice For Aspiring Writers,TRUE,7191
Why We Should All Team Up And Fight Santa,TRUE,1916
21 Gorgeous Excuses Not To Wash Your Hair Today,TRUE,6909
21 Dogs With Books Who Are Too Cute For Words,TRUE,8601
Here's How Joey And Pacey Ended Up Together On Dawson's Creek,TRUE,8508
19 Pictures That Are Like A Dream If You Love Arcades,TRUE,4512
How Well Do You Remember 30 Rock,TRUE,5361
21 Cute Dog Pictures To Help You Put Off Whatever You're Putting Off,TRUE,4108
23 Gifts For The Baby Star Wars Geek In Your Life,TRUE,4909
15 Ways We Can All Relate To Squidward Tentacles In The Winter,TRUE,290
BuzzFeed Writers Try To Do Handstands,TRUE,7036
21 Moments When You Actually Appreciate The Little Things,TRUE,3176
What's The Funniest Moment From Elf,TRUE,7124
10 Hairstyles For Curly Hair You Need To Try ASAP,TRUE,4342
7 Gorgeous Gift Card Holders That Cost $0,TRUE,921
Who Said It: The Kardashian Sibling Edition,TRUE,2101
Which Mario Are You Based On Your Zodiac Sign,TRUE,5164
We Know Your Favorite Disney Channel Original Movie Based On Your Zodiac Sign,TRUE,8403
27 Ridiculously Weird Things Kids Actually Got While Trick-Or-Treating,TRUE,6976
Isn't She Lovely,TRUE,4036
Are You Busy Ramone Or Amanda Zimm From Ready Or Not,TRUE,8352
22 People Who Are Keeping Yolo Alive,TRUE,3144
What Are Your Memories Of David Bowie,TRUE,7675
What Harry Potter Pick Up Line Should You Use,TRUE,768
Should You Get An Oscar Or Leonardo DiCaprio,TRUE,270
18 Gifts Every Dachshund Lover Needs,TRUE,2442
We Know What GIF You Need To See Based On This One Question,TRUE,2386
How Well Do You Really Know These Champions League Clubs' Logos,TRUE,5248
We Know What Picture Of Billy Ray Cyrus You Want To Get Framed For Your Mantel Based Off This One Question,TRUE,1349
Which Anakin Skywalker GIF Are You,TRUE,4591
Do You Know The Castles From Game Of Thrones,TRUE,8600
19 Things Everyone Who Owns A Flip Phone In 2015 Knows To Be True,TRUE,7072
This Guy Spent Over 25 Years Taking Photos Of Himself With Celebrities As An Art Project,TRUE,5637
Some Little Girls Gave Grown Women Dating Advice And It Was Pretty Fantastic,TRUE,2181
There's A Part Of Your Facebook Profile You Might Have Forgotten People Can See,TRUE,7967
18 Things To Do With A Date Besides Netflix And Chill,TRUE,675
Why She's Not Texting Back,TRUE,4187
18 Dogs Who Are Stuck In Things But Doing Just Fine,TRUE,1549
What Kind Of Animal Is On Niall's Shirt In The New One Direction Music Video,TRUE,3864
The Mean Girls Premiere Was Peak '00s And Here's Proof,TRUE,6374
Is This Character From Star Wars Or Star Trek,TRUE,7891
17 Celebs Who Prove Long Hair Isn't The Only Way,TRUE,5544
7 Surprisingly Easy Ways To Get Organized For The Holidays,TRUE,5504
19 Times She's The Man Was The Funniest Movie Ever,TRUE,8500
Tell Us About Yourself(ie): Erica Ash,TRUE,23
Everything You Wanted To Know About The Heroes: Reborn Cast,TRUE,3162
People Are Arguing Over Whether This Is A Video Of A Dog Or A Seal,TRUE,8523
What's The Best Story You Have About Traveling Before The Internet,TRUE,8613
A Little Girl Asked Her Mom To Be Friends With Her Dad And It Will Melt Your Heart,TRUE,4131
31 Jack-O'-Lanterns That Don't Deserve To Die After Halloween,TRUE,3079
Harry Potter Fans Are Sharing Magical And Heartbreaking Art In Memory Of Alan Rickman,TRUE,6970
17 Memes That Are Way Too Real For Thirtysomethings,TRUE,6285
34 Disturbing Photos From SantaCon That Will Ruin Your Christmas,TRUE,3934
This Little Girl Sees Her Shadow And Becomes Instantly Terrified And It's Adorable,TRUE,6509
British People Guess Posh Crisp Flavours,TRUE,6956
When You Binge-Watch Making A Murderer And Think You Can Solve Crimes,TRUE,6471
Adorable Baby Gorilla Is Born After Rare C-Section,TRUE,5206
"We Really, Really Need To Talk About Harry Styles' Hair",TRUE,743
16 Exciting And Creative Ways To Eat An Egg,TRUE,4249
The Struggles Of Being A Sleepwalker,TRUE,4604
25 Mouthwatering Ways To Use Maple Syrup,TRUE,3602
17 Pictures Guaranteed To Make You Sad,TRUE,1894
The Struggles Of Being Twins,TRUE,5099
The Hardest Food Quiz You'll Ever Take,TRUE,4816
